timestamp,open,high,low,close
18-01-2015,0.86477,0.8655,0.8592,0.8646
19-01-2015,0.86229,0.86436,0.86088,0.86222
20-01-2015,0.86605,0.86627,0.85734,0.86603
21-01-2015,0.86081,0.87612,0.85889,0.86093
22-01-2015,0.88133,0.89914,0.8792,0.88131
25-01-2015,0.8976,0.8976,0.88621,0.89884
26-01-2015,0.88881,0.89079,0.87566,0.88907
27-01-2015,0.87974,0.88435,0.87858,0.87971
28-01-2015,0.88615,0.88778,0.87966,0.88641
29-01-2015,0.88204,0.88605,0.87997,0.88218
01-02-2015,0.88459,0.88551,0.88028,0.88425
02-02-2015,0.88207,0.88356,0.87336,0.8817
03-02-2015,0.87284,0.87687,0.87076,0.8728
04-02-2015,0.88361,0.88363,0.8726,0.88349
05-02-2015,0.87177,0.88339,0.87138,0.87169
08-02-2015,0.8838,0.88718,0.88028,0.88383
09-02-2015,0.88292,0.88687,0.88106,0.88285
10-02-2015,0.88343,0.88585,0.88246,0.88324
11-02-2015,0.88431,0.88447,0.87733,0.88402
12-02-2015,0.87682,0.87858,0.87336,0.87689
15-02-2015,0.87742,0.87742,0.87451,0.87719
16-02-2015,0.88233,0.88299,0.87395,0.8823
17-02-2015,0.87681,0.88123,0.87604,0.87683
18-02-2015,0.87713,0.88058,0.87336,0.87719
19-02-2015,0.87976,0.88636,0.87904,0.87976
22-02-2015,0.87878,0.88522,0.87773,0.87862
23-02-2015,0.88229,0.88568,0.88126,0.88238
24-02-2015,0.88178,0.88201,0.87812,0.88191
25-02-2015,0.88007,0.89264,0.87883,0.88
26-02-2015,0.89257,0.89471,0.88889,0.89243
01-03-2015,0.89518,0.89574,0.88965,0.8959
02-03-2015,0.89472,0.89638,0.89174,0.89453
03-03-2015,0.89413,0.90393,0.89381,0.89428
04-03-2015,0.90253,0.90822,0.90018,0.90236
05-03-2015,0.90629,0.92147,0.90629,0.90645
08-03-2015,0.92203,0.9227,0.91659,0.922
09-03-2015,0.92287,0.93406,0.92276,0.92307
10-03-2015,0.93376,0.94684,0.93331,0.93382
11-03-2015,0.94792,0.95224,0.9362,0.94798
12-03-2015,0.94109,0.95362,0.94073,0.94106
15-03-2015,0.95379,0.95379,0.94215,0.95405
16-03-2015,0.94582,0.9476,0.93905,0.94581
17-03-2015,0.94376,0.94513,0.93932,0.94357
18-03-2015,0.92217,0.94149,0.91625,0.92166
19-03-2015,0.93697,0.93833,0.92465,0.9373
