timestamp,open,high,low,close
02-07-2015,123.054,123.17,122.601,123.059
05-07-2015,122.394,122.89,122.187,122.407
06-07-2015,122.652,122.869,122.05,122.611
07-07-2015,122.534,122.534,120.515,122.49
08-07-2015,120.901,121.56,120.58,120.862
09-07-2015,121.697,122.744,121.532,121.7
12-07-2015,122.5,123.51,122.428,122.496
13-07-2015,123.581,123.702,122.95,123.57
14-07-2015,123.33,123.962,123.265,123.32
15-07-2015,123.892,124.172,123.74,123.87
16-07-2015,124.163,124.229,123.918,124.149
19-07-2015,124.136,124.393,124.08,124.142
20-07-2015,124.287,124.473,123.774,124.294
21-07-2015,123.866,124.122,123.57,123.86
22-07-2015,124.062,124.178,123.697,124.068
23-07-2015,123.877,124.09,123.6,123.876
26-07-2015,123.76,123.773,123,123.763
27-07-2015,123.27,123.79,123.075,123.24
28-07-2015,123.567,123.899,123.329,123.576
29-07-2015,123.959,124.564,123.959,123.94
30-07-2015,124.073,124.37,123.514,124.071
02-08-2015,124.042,124.268,123.914,124.04
03-08-2015,123.943,124.102,123.814,123.945
04-08-2015,124.308,124.999,124.029,124.274
05-08-2015,124.784,124.941,124.571,124.73
06-08-2015,124.755,125.031,124.125,124.734
09-08-2015,124.35,124.777,124.28,124.3
10-08-2015,124.616,125.052,124.58,124.613
11-08-2015,125.08,125.272,123.819,125.07
12-08-2015,124.299,124.617,124.1,124.255
13-08-2015,124.384,124.518,124.048,124.363
16-08-2015,124.378,124.566,124.23,124.35
17-08-2015,124.434,124.5,124.19,124.438
18-08-2015,124.393,124.464,124.07,124.371
19-08-2015,123.922,124.124,123.497,123.897
20-08-2015,123.46,123.487,122.02,123.42
23-08-2015,121.744,121.917,116.505,121.732
24-08-2015,118.832,120.311,118.7,118.884
25-08-2015,118.658,119.889,118.658,118.54
26-08-2015,119.986,120.876,119.81,120.058
27-08-2015,120.982,121.433,120.654,121.003
30-08-2015,121.29,121.4,120.882,121.289
31-08-2015,121.113,121.113,119.535,121.089
01-09-2015,119.723,120.415,119.715,119.715
02-09-2015,120.623,120.679,119.709,120.58
03-09-2015,120.11,120.11,118.793,120.056
06-09-2015,119.149,119.56,118.801,119.164
07-09-2015,119.423,120.19,118.87,119.403
08-09-2015,120.078,121.186,120.078,120.089
09-09-2015,120.234,121.295,119.98,120.278
10-09-2015,120.66,120.947,120.392,120.619
13-09-2015,120.79,120.79,119.881,120.796
14-09-2015,120.32,120.63,119.407,120.36
15-09-2015,120.4,120.682,120.109,120.434
16-09-2015,120.537,120.975,120.36,120.523
17-09-2015,120.073,120.225,119.057,120.046
20-09-2015,120,120.642,119.725,120.001
21-09-2015,120.493,120.526,119.7,120.498
22-09-2015,120.091,120.534,119.639,120.08
23-09-2015,120.22,120.384,119.221,120.2
24-09-2015,120.264,121.23,120.01,120.24
27-09-2015,120.35,120.456,119.7,120.368
28-09-2015,119.793,120.14,119.26,119.84
29-09-2015,119.858,120.335,119.561,119.86
30-09-2015,119.869,120.273,119.5,119.859
01-10-2015,119.821,120.399,118.7,119.81
04-10-2015,120,120.355,119.868,119.995
05-10-2015,120.45,120.562,120.13,120.461
06-10-2015,120.22,120.35,119.753,120.24
07-10-2015,119.93,120.098,119.642,119.915
08-10-2015,119.924,120.332,119.84,119.929
11-10-2015,120.159,120.211,119.904,120.179
12-10-2015,120.028,120.03,119.548,120.011
13-10-2015,119.742,119.742,119.07,119.72
14-10-2015,118.82,119.154,118.081,118.83
15-10-2015,119.082,119.629,118.92,119.05
18-10-2015,119.24,119.56,119.13,119.27
19-10-2015,119.481,119.946,119.41,119.503
20-10-2015,119.795,120.082,119.795,119.78
21-10-2015,119.861,120.48,119.62,119.842
22-10-2015,120.89,121.247,120.252,120.86
25-10-2015,121.314,121.314,120.662,121.296
26-10-2015,120.957,120.957,120.175,120.949
27-10-2015,120.472,120.543,120.278,120.477
28-10-2015,120.879,121.154,120.63,120.86
29-10-2015,121.036,121.433,120.306,121
01-11-2015,120.51,120.688,120.26,120.495
02-11-2015,120.804,121.22,120.58,120.788
03-11-2015,121.08,121.689,121.019,121.095
04-11-2015,121.527,121.987,121.391,121.49
05-11-2015,121.695,123.175,121.62,121.67
08-11-2015,123.194,123.592,123.134,123.2
09-11-2015,123.049,123.427,123.043,123.077
10-11-2015,123.089,123.2,122.75,123.084
11-11-2015,122.745,123.064,122.667,122.757
12-11-2015,122.57,122.833,122.482,122.56
15-11-2015,122.301,123.165,122.301,122.364
16-11-2015,123.26,123.476,123.18,123.266
17-11-2015,123.44,123.559,123.22,123.445
18-11-2015,123.514,123.549,122.799,123.525
19-11-2015,122.9,123.038,122.735,122.912
22-11-2015,122.92,123.249,122.8,122.923
23-11-2015,122.945,122.945,122.378,122.915
24-11-2015,122.515,122.898,122.25,122.505
25-11-2015,122.675,122.689,122.5,122.68
26-11-2015,122.63,122.772,122.315,122.634
29-11-2015,122.82,123.252,122.68,122.83
30-11-2015,123.2,123.272,122.66,123.21
01-12-2015,122.91,123.441,122.834,122.915
02-12-2015,123.22,123.551,122.885,123.226
03-12-2015,122.64,123.349,122.46,122.653
06-12-2015,123.194,123.47,123.15,123.19
07-12-2015,123.3,123.318,122.722,123.28
08-12-2015,122.93,123.037,121.844,122.912
09-12-2015,121.691,121.852,121.259,121.7
10-12-2015,121.703,122.21,120.851,121.71
13-12-2015,120.884,121.337,120.648,120.893
14-12-2015,121.12,121.724,120.596,121.09
15-12-2015,121.671,122.085,121.59,121.675
16-12-2015,122.481,122.76,122.228,122.463
17-12-2015,122.455,123.339,121.09,122.45
20-12-2015,121.293,121.496,121.06,121.3
21-12-2015,121.207,121.3,120.729,121.206
22-12-2015,121.027,121.045,120.82,121.03
23-12-2015,120.94,120.949,120.25,120.935
24-12-2015,120.325,120.326,120.039,120.17
27-12-2015,120.246,120.625,120.24,120.231
28-12-2015,120.335,120.49,120.22,120.35
29-12-2015,120.529,120.63,120.35,120.529
30-12-2015,120.45,120.49,120.004,120.45
31-12-2015,120.288,120.288,120.288,120.288
03-01-2016,120.317,120.448,118.72,120.311
04-01-2016,119.474,119.68,118.801,119.467
05-01-2016,119.1,119.15,118.26,119.102
06-01-2016,118.609,118.753,117.364,118.61
07-01-2016,117.53,118.71,117.512,117.54
10-01-2016,117.073,117.992,117.009,117.08
11-01-2016,117.681,118.044,117.24,117.65
12-01-2016,117.831,118.363,117.78,117.83
13-01-2016,117.4,118.161,117.31,117.425
14-01-2016,118.223,118.256,116.65,118.203
17-01-2016,117.01,117.434,116.931,116.99
18-01-2016,117.397,118.1,117.267,117.384
19-01-2016,117.56,117.56,116.017,117.565
20-01-2016,117.208,117.458,116.478,117.134
21-01-2016,117.925,118.637,117.56,117.924
24-01-2016,118.56,118.844,118.182,118.572
25-01-2016,118.235,118.595,117.666,118.228
26-01-2016,118.384,118.739,118.053,118.38
27-01-2016,118.482,118.987,118.41,118.467
28-01-2016,118.93,121.661,118.52,118.93
31-01-2016,121.342,121.402,120.699,121.34
01-02-2016,120.854,121,120.2,120.84
02-02-2016,119.85,120.038,117.579,119.856
03-02-2016,118.164,118.17,116.819,118.12
04-02-2016,116.852,117.359,116.52,116.866
07-02-2016,116.949,117.52,115.583,116.95
08-02-2016,115.65,115.65,114.271,115.668
09-02-2016,115.185,115.185,114.28,115.191
10-02-2016,113.239,113.463,111.081,113.252
11-02-2016,112.483,113.123,111.756,112.497
14-02-2016,113.675,114.547,113.278,113.67
15-02-2016,114.318,114.868,113.66,114.322
16-02-2016,114.134,114.495,113.389,114.08
17-02-2016,114.291,114.291,113.62,114.28
18-02-2016,113.271,113.272,112.731,113.25
21-02-2016,112.526,113.365,112.526,112.489
22-02-2016,112.953,112.971,111.789,112.971
23-02-2016,111.911,112.22,111.112,111.88
24-02-2016,112.065,112.921,111.986,112.101
25-02-2016,113.138,113.93,112.56,113.118
28-02-2016,113.719,113.842,112.696,113.66
29-02-2016,112.421,113.8,112.173,112.43
01-03-2016,113.92,114.541,113.736,113.93
02-03-2016,113.491,114.26,113.46,113.466
03-03-2016,113.68,114.16,113.145,113.67
06-03-2016,113.82,113.82,113.406,113.803
07-03-2016,113.482,113.482,112.465,113.452
08-03-2016,112.68,113.143,112.24,112.66
09-03-2016,113.22,114.432,113.16,113.253
10-03-2016,112.839,113.911,112.83,112.86
13-03-2016,113.763,113.995,113.514,113.778
14-03-2016,113.827,113.927,112.67,113.83
15-03-2016,113.101,113.809,113.021,113.105
16-03-2016,112.794,112.934,110.69,112.752
17-03-2016,111.384,111.604,110.824,111.35
20-03-2016,111.44,111.85,111.23,111.445
21-03-2016,112.144,112.186,111.412,112.139
22-03-2016,112.261,112.887,112.147,112.252
23-03-2016,112.424,112.984,112.3,112.4
24-03-2016,112.83,113.292,112.81,112.83
27-03-2016,113.471,113.68,113.155,113.45
28-03-2016,113.365,113.784,113.234,113.364
29-03-2016,112.647,112.695,112.032,112.68
30-03-2016,112.345,112.639,112.11,112.366
31-03-2016,112.48,112.48,111.863,112.48
03-04-2016,111.705,111.733,111.135,111.722
04-04-2016,111.244,111.244,110.043,111.25
05-04-2016,110.369,110.629,109.634,110.378
06-04-2016,109.733,109.774,107.76,109.699
07-04-2016,108.516,109.09,108.221,108.427
10-04-2016,108.312,108.42,107.664,108.311
11-04-2016,107.95,108.66,107.904,107.93
12-04-2016,108.671,109.381,108.54,108.64
13-04-2016,109.414,109.533,108.901,109.42
14-04-2016,109.327,109.73,108.616,109.316
17-04-2016,108.103,108.942,107.869,108.017
18-04-2016,109.06,109.47,108.797,109.073
19-04-2016,109.181,109.51,108.77,109.24
20-04-2016,109.83,109.833,109.34,109.838
21-04-2016,109.481,111.53,109.28,109.437
24-04-2016,111.453,111.453,110.854,111.436
25-04-2016,111.108,111.306,110.674,111.136
26-04-2016,111.234,111.386,111.027,111.23
27-04-2016,111.516,111.853,107.95,111.52
28-04-2016,108.09,108.09,106.708,108.076
01-05-2016,106.465,106.788,106.196,106.453
02-05-2016,106.403,106.403,105.54,106.396
03-05-2016,106.696,107.35,106.284,106.68
04-05-2016,106.94,107.435,106.81,106.92
05-05-2016,107.357,107.422,106.472,107.275
08-05-2016,107.338,108.596,107.247,107.36
09-05-2016,108.37,109.261,108.317,108.331
10-05-2016,109.21,109.21,108.44,109.194
11-05-2016,108.44,109.378,108.242,108.415
12-05-2016,109.122,109.454,108.514,109.1
15-05-2016,108.671,108.97,108.633,108.661
16-05-2016,109.07,109.642,108.851,109.08
17-05-2016,109.026,109.819,108.753,108.95
18-05-2016,110.201,110.356,109.705,110.14
19-05-2016,109.912,110.576,109.857,109.881
22-05-2016,110.066,110.066,109.34,110.05
23-05-2016,109.343,110.046,109.17,109.374
24-05-2016,110.16,110.443,109.86,110.17
25-05-2016,110.099,110.126,109.425,110.111
26-05-2016,109.68,109.99,109.488,109.713
29-05-2016,110.762,111.42,110.72,110.77
30-05-2016,110.854,111.33,110.777,110.841
31-05-2016,110.65,110.824,109.06,110.67
01-06-2016,109.401,109.442,108.527,109.477
02-06-2016,108.919,109.128,106.637,108.86
05-06-2016,106.695,107.422,106.555,106.721
06-06-2016,107.4,107.873,107.19,107.438
07-06-2016,107.242,107.261,106.606,107.254
08-06-2016,106.804,106.864,106.278,106.78
09-06-2016,107.078,107.22,106.695,107.09
12-06-2016,106.482,106.626,105.745,106.504
13-06-2016,106.2,106.404,105.648,106.226
14-06-2016,106.064,106.37,105.786,106.087
15-06-2016,105.86,105.86,103.63,105.85
16-06-2016,104.773,104.806,104.1,104.743
19-06-2016,104.659,104.833,104.3,104.648
20-06-2016,103.793,104.74,103.615,103.824
21-06-2016,104.67,104.765,104.333,104.67
22-06-2016,104.585,106,104.253,104.65
23-06-2016,104.903,105.498,99.973,104.896
26-06-2016,102.22,102.398,101.45,102.127
27-06-2016,101.749,102.795,101.585,101.812
28-06-2016,102.69,102.786,102.19,102.701
29-06-2016,102.734,102.939,102.394,102.778
30-06-2016,103.053,103.148,102.456,103.073
03-07-2016,102.465,102.796,102.46,102.488
04-07-2016,102.52,102.521,101.46,102.518
05-07-2016,101.16,101.273,100.215,101.141
06-07-2016,101.095,101.23,100.61,101.15
07-07-2016,100.797,101.153,100.096,100.79
10-07-2016,100.676,102.69,100.56,100.692
11-07-2016,102.503,104.793,102.465,102.524
12-07-2016,104.732,104.846,103.963,104.756
13-07-2016,104.036,105.909,104.036,104.076
14-07-2016,105.16,106.305,105.15,105.191
17-07-2016,105.436,106.176,105.303,105.459
18-07-2016,106.138,106.531,105.674,106.146
19-07-2016,106.136,106.783,105.851,106.137
20-07-2016,107.165,107.484,105.443,107.204
21-07-2016,105.795,106.384,105.602,105.811
24-07-2016,106.264,106.704,105.947,106.326
25-07-2016,105.588,105.634,104.029,105.578
26-07-2016,104.833,106.51,104.833,104.849
27-07-2016,104.936,105.149,104.521,104.951
28-07-2016,104.772,104.806,102.278,104.745
31-07-2016,102.347,102.68,102.138,102.332
01-08-2016,102.307,102.795,100.814,102.359
02-08-2016,101.078,101.546,100.748,101.068
03-08-2016,101.319,101.663,100.867,101.337
04-08-2016,101.227,102.031,100.888,101.199
07-08-2016,102.038,102.627,101.91,102.145
08-08-2016,102.283,102.517,101.8,102.288
09-08-2016,101.922,101.922,100.969,101.915
10-08-2016,101.136,101.495,101.025,101.133
11-08-2016,101.812,102.269,100.862,101.808
14-08-2016,101.264,101.448,100.887,101.283
15-08-2016,101.251,101.251,99.573,101.24
16-08-2016,100.212,101.123,100.169,100.2
17-08-2016,99.893,100.472,99.652,99.906
18-08-2016,100.141,100.429,100.046,100.112
21-08-2016,100.541,100.926,100.225,100.554
22-08-2016,100.301,100.38,99.956,100.251
23-08-2016,100.348,100.578,100.098,100.311
24-08-2016,100.549,100.595,100.308,100.552
25-08-2016,100.557,101.289,100.088,100.555
28-08-2016,101.961,102.382,101.864,101.92
29-08-2016,101.812,102.948,101.756,101.809
30-08-2016,102.873,103.52,102.873,102.868
31-08-2016,103.307,103.994,103.082,103.302
01-09-2016,103.249,104.285,102.843,103.258
04-09-2016,103.958,104.011,103.154,103.934
05-09-2016,103.527,103.806,102.048,103.51
06-09-2016,101.543,101.756,101.229,101.525
07-09-2016,101.817,102.284,101.448,101.829
08-09-2016,102.306,103.021,101.988,102.306
11-09-2016,102.467,102.65,101.771,102.438
12-09-2016,101.756,102.41,101.472,101.751
13-09-2016,102.534,103.336,102.332,102.504
14-09-2016,102.526,102.731,101.959,102.548
15-09-2016,101.984,102.395,101.774,102.008
18-09-2016,102.331,102.363,101.581,102.307
19-09-2016,101.905,102.048,101.573,101.846
20-09-2016,101.594,102.777,100.563,101.547
21-09-2016,100.402,100.892,100.101,100.393
22-09-2016,100.803,101.23,100.689,100.831
25-09-2016,100.91,101.076,100.296,100.889
26-09-2016,100.384,100.976,100.141,100.359
27-09-2016,100.475,100.812,100.423,100.468
28-09-2016,100.944,101.81,100.921,100.935
29-09-2016,101.187,101.687,100.756,101.199
02-10-2016,101.539,101.652,101.215,101.563
03-10-2016,101.836,102.863,101.832,101.817
04-10-2016,102.842,103.583,102.682,102.88
05-10-2016,103.449,104.146,103.347,103.46
06-10-2016,103.753,103.978,102.871,103.765
09-10-2016,103.058,103.744,102.818,103.018
10-10-2016,103.736,104.064,103.316,103.697
11-10-2016,103.306,104.473,103.3,103.342
12-10-2016,104.317,104.611,103.359,104.304
13-10-2016,103.753,104.459,103.665,103.722
16-10-2016,104.08,104.352,103.902,104.039
17-10-2016,103.859,104.19,103.689,103.851
18-10-2016,103.874,103.936,103.183,103.865
19-10-2016,103.439,104.074,103.416,103.391
20-10-2016,104.13,104.199,103.524,104.109
23-10-2016,103.907,104.299,103.72,103.917
24-10-2016,104.29,104.865,104.25,104.321
25-10-2016,104.144,104.469,104.024,104.154
26-10-2016,104.572,105.155,104.326,104.563
27-10-2016,105.235,105.495,105.066,105.209
30-10-2016,104.567,105.217,104.541,104.565
31-10-2016,104.829,105.12,104.457,104.82
01-11-2016,104.083,104.156,103.108,104.092
02-11-2016,103.393,103.436,102.576,103.378
03-11-2016,103.045,103.343,102.842,103.052
06-11-2016,104.18,104.625,103.847,104.195
07-11-2016,104.455,104.821,104.302,104.438
08-11-2016,104.993,105.421,101.206,105.03
09-11-2016,105.85,106.935,105.023,105.853
10-11-2016,106.806,106.916,106.054,106.856
13-11-2016,106.863,108.467,106.863,106.871
14-11-2016,108.222,108.975,107.79,108.202
15-11-2016,109.006,109.747,108.809,109.038
16-11-2016,108.782,109.613,108.573,108.785
17-11-2016,110.237,110.877,109.815,110.256
20-11-2016,110.929,111.164,110.506,110.973
21-11-2016,110.677,111.354,110.285,110.65
22-11-2016,110.999,112.943,110.863,111.006
23-11-2016,112.512,113.511,112.427,112.582
24-11-2016,113.273,113.89,112.61,113.292
27-11-2016,112.65,112.768,111.395,112.652
28-11-2016,111.705,113.3,111.705,111.69
29-11-2016,112.504,113.942,112.066,112.47
30-11-2016,114.671,114.713,113.841,114.694
01-12-2016,113.902,114.158,113.334,113.909
04-12-2016,113.525,114.771,113.335,113.505
05-12-2016,113.882,114.167,113.515,113.863
06-12-2016,114.082,114.384,113.519,114.052
07-12-2016,113.772,114.361,113.202,113.713
08-12-2016,114.063,115.266,114.02,114.075
11-12-2016,115.44,116.079,115.157,115.412
12-12-2016,114.993,115.468,114.777,115.002
13-12-2016,115.195,115.304,114.781,115.224
14-12-2016,117.232,118.647,117.199,117.211
15-12-2016,118.268,118.398,117.9265,118.241
18-12-2016,117.817,117.833,116.847,117.791
19-12-2016,117.044,118.231,117,117.037
20-12-2016,117.806,118.048,117.113,117.875
21-12-2016,117.618,117.851,117.317,117.604
22-12-2016,117.56,117.56,117.176,117.542
25-12-2016,117.313,117.313,117.001,117.31
26-12-2016,117.183,117.601,117.183,117.192
27-12-2016,117.487,117.805,117.378,117.48
28-12-2016,117.047,117.047,116.232,117.087
29-12-2016,116.315,117.19,116.122,116.267
01-01-2017,116.81,117.485,116.725,116.795
02-01-2017,117.488,118.593,117.286,117.495
03-01-2017,117.678,118.176,117.068,117.659
04-01-2017,117.056,117.085,115.293,117.113
05-01-2017,115.318,116.744,115.263,115.265
08-01-2017,117.159,117.524,116.183,117.15
09-01-2017,115.996,116.333,115.203,115.985
10-01-2017,115.875,116.835,115.681,115.872
11-01-2017,115.055,115.219,113.76,115.098
12-01-2017,114.696,115.388,114.284,114.664
15-01-2017,114.262,114.449,113.696,114.227
16-01-2017,114.126,114.276,112.74,114.152
17-01-2017,112.908,113.555,112.645,112.878
18-01-2017,114.738,115.521,114.423,114.762
19-01-2017,114.894,115.37,114.546,114.98
22-01-2017,113.853,114.036,112.975,113.81
23-01-2017,112.838,113.468,112.58,112.78
24-01-2017,113.903,113.962,113.083,113.84
25-01-2017,113.192,114.768,113.067,113.293
26-01-2017,114.425,115.336,114.401,114.455
29-01-2017,114.683,114.915,113.764,114.668
30-01-2017,113.694,113.932,112.083,113.65
31-01-2017,112.768,113.915,112.768,112.743
01-02-2017,113.243,113.243,112.077,113.311
02-02-2017,112.779,113.232,112.3235,112.789
05-02-2017,112.647,112.771,112.028,112.639
06-02-2017,111.798,112.559,111.599,111.827
07-02-2017,112.402,112.52,111.649,112.387
08-02-2017,111.955,113.179,111.903,111.952
09-02-2017,113.437,113.84,113.374,113.434
12-02-2017,113.97,114.135,113.452,113.914
13-02-2017,113.673,114.433,113.271,113.705
14-02-2017,114.286,114.941,114.241,114.301
15-02-2017,114.136,114.136,113.228,114.112
16-02-2017,113.352,113.483,112.629,113.305
19-02-2017,112.9,113.232,112.837,112.911
20-02-2017,113.243,113.754,113.243,113.28
21-02-2017,113.654,113.654,112.913,113.669
22-02-2017,113.375,113.397,112.577,113.417
23-02-2017,112.676,112.95,112.064,112.682
26-02-2017,112.174,112.468,111.935,112.188
27-02-2017,112.734,112.797,111.7835,112.745
28-02-2017,113.034,114.038,112.814,113.077
01-03-2017,114.097,114.536,113.847,114.121
02-03-2017,114.323,114.524,114.075,114.342
05-03-2017,113.824,113.913,113.5605,113.847
06-03-2017,113.916,114.141,113.739,113.917
07-03-2017,113.924,114.716,113.618,113.926
08-03-2017,114.406,114.948,114.367,114.411
09-03-2017,115.139,115.488,114.815,115.149
12-03-2017,114.775,114.912,114.483,114.732
13-03-2017,114.913,115.176,114.561,114.915
14-03-2017,114.653,114.881,114.5635,114.659
15-03-2017,113.4,113.528,112.92,113.402
16-03-2017,113.348,113.49,112.5515,113.34
19-03-2017,112.665,112.884,112.467,112.674
20-03-2017,112.574,112.858,111.834,112.573
21-03-2017,111.563,111.754,110.765,111.532
22-03-2017,111.334,111.558,110.632,111.369
23-03-2017,110.992,111.476,110.88,111.004
26-03-2017,110.543,110.58,110.121,110.552
27-03-2017,110.747,110.813,110.207,110.771
28-03-2017,111.188,111.296,110.755,111.226
29-03-2017,111.119,111.481,110.965,111.154
30-03-2017,111.741,112.181,111.393,111.776
02-04-2017,111.313,111.574,110.923,111.265
03-04-2017,110.701,110.801,110.274,110.709
04-04-2017,110.827,111.416,110.545,110.854
05-04-2017,110.395,111.108,110.296,110.381
06-04-2017,110.893,110.99,110.152,110.897
09-04-2017,111.225,111.572,110.939,111.225
10-04-2017,110.688,110.833,109.636,110.717
11-04-2017,109.585,109.755,109.366,109.587
12-04-2017,108.873,109.371,108.741,108.902
13-04-2017,109.114,109.219,108.563,109.101
16-04-2017,108.296,108.626,108.142,108.323
17-04-2017,109.151,109.212,108.414,109.112
18-04-2017,108.547,109.167,108.425,108.535
19-04-2017,108.841,109.411,108.72,108.834
20-04-2017,109.368,109.383,108.943,109.375
23-04-2017,109.993,110.326,109.721,109.978
24-04-2017,109.626,110.993,109.626,109.641
25-04-2017,111.062,111.724,111.042,111.046
26-04-2017,111.175,111.591,111.0525,111.191
27-04-2017,111.215,111.687,111.08,111.226
30-04-2017,111.303,111.9,111.303,111.302
01-05-2017,111.82,112.294,111.82,111.812
02-05-2017,111.974,112.49,111.972,111.969
03-05-2017,112.799,113.038,112.664,112.783
04-05-2017,112.531,112.738,112.095,112.537
07-05-2017,112.692,112.873,112.403,112.684
08-05-2017,113.21,114.205,113.141,113.23
09-05-2017,113.689,114.149,113.647,113.698
10-05-2017,114.303,114.336,113.48,114.328
11-05-2017,113.814,113.946,113.213,113.809
14-05-2017,113.265,113.722,113.256,113.271
15-05-2017,113.648,113.757,112.981,113.642
