year,value
2024,122
2023,114.877162773867
2022,112.889632760053
2021,118.450755665757
2020,124.550890800621
2019,100.032349144953
2018,98.4494626296129
2017,97.0213034788418
2016,97.9285891936857
2015,95.9558008657985
2014,95.4538236808457
2013,95.322114632447
2012,93.6488624010011
2011,89.5463716940778
2010,84.9639420529151
2009,75.8415954284505
2008,63.814672066672
2007,55.6594728230065
2006,55.4668811298083
2005,56.5383512496973
2004,56.6617331832934
